X.Index,TrialNumber,BlockNumber,QuestionResult,TimeOfHit,StairCaseValue,PositiveAnswersCount,NegativeAnswersCount,ConvertedValue,ConsequtiveCounter,SessionID,TimeStampStartQuestion,TimestampEndQuestion,ResponseTime,QuestionID,Phase,ProbabilityComment,InitialDirection,TimesatmpInitialDirection,Attempt
1,221019,0,0,NotAVase,6.77647,0,1,-3.03353,1,20230223-125111,125125992,125126967,0.9754476,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 6.7764700000   Staircase is 5.7600000000,-1,125126629,2
1,221019,0,0,NotAVase,5.76,0,2,-4.05,2,20230223-125111,125135032,125135797,0.7651015,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 5.7600000000   Staircase is 4.8960000000,-1,125135503,2
2,221017,0,0,NotAVase,5.76,0,1,-4.05,3,20230223-125111,125144150,125144905,0.7551495,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 5.7600000000   Staircase is 4.8960000000,-1,125135503,2
3,2210101,19,0,NotAVase,4.896,0,1,-4.914001,4,20230223-125111,125153121,125153934,0.8126479,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 4.8960000000   Staircase is 4.1616000000,-1,125135503,2
3,2210101,19,0,NotAVase,4.1616,0,2,-5.6484,5,20230223-125111,125202366,125203107,0.7413274,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 4.1616000000   Staircase is 3.5373600000,-1,125135503,2
3,2210101,19,0,NotAVase,3.53736,0,3,-6.27264,6,20230223-125111,125211522,125212237,0.7148868,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 3.5373600000   Staircase is 3.0067560000,-1,125135504,2
3,2210101,19,0,NotAVase,3.006756,0,4,-6.803245,7,20230223-125111,125221493,125222234,0.7407469,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 3.0067560000   Staircase is 2.5557430000,-1,125135503,2
3,2210101,19,0,NotAVase,2.555743,0,5,-7.254257,8,20230223-125111,125231915,125232905,0.9901295,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 2.5557430000   Staircase is 2.1723820000,-1,125135503,2
3,2210101,19,1,NotAVase,2.172382,1,5,-7.637618,9,20230223-125111,125242412,125243601,1.188239,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 2.1723820000   Staircase is 2.5557440000,1,125243223,2
3,2210101,19,0,NotAVase,2.555744,1,6,-7.254256,10,20230223-125111,125253028,125253815,0.7876225,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 2.5557440000   Staircase is 2.1723820000,1,125243224,2
3,2210101,19,0,NotAVase,2.172382,1,7,-7.637618,11,20230223-125111,125302947,125304314,1.366568,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 2.1723820000   Staircase is 1.8465250000,-1,125253475,2
3,2210101,19,1,NotAVase,1.846525,2,7,-7.963475,12,20230223-125111,125313003,125313705,0.7016774,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 1.8465250000   Staircase is 2.1723820000,1,125313326,2
3,2210101,19,1,NotAVase,2.172382,3,7,-7.637618,13,20230223-125111,125322367,125323004,0.6368734,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 2.1723820000   Staircase is 2.5557440000,1,125322712,2
3,2210101,19,0,NotAVase,2.555744,3,8,-7.254256,14,20230223-125111,125333075,125334178,1.102911,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 2.5557440000   Staircase is 2.1723820000,-1,125333758,2
3,2210101,19,0,NotAVase,2.172382,3,9,-7.637618,15,20230223-125111,125343453,125345296,1.842446,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 2.1723820000   Staircase is 1.8465250000,-1,125344453,2
3,2210101,19,0,NotAVase,1.846525,3,10,-7.963475,16,20230223-125111,125354654,125355358,0.7037456,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 1.8465250000   Staircase is 1.5695460000,-1,125344454,2
3,2210101,19,1,NotAVase,1.569546,4,10,-8.240455,17,20230223-125111,125404387,125405154,0.7671326,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 1.5695460000   Staircase is 1.8465250000,1,125404732,2
4,99,0,NoAnswerInTime,NotAVase,,,,,,20230223-125111,125405983,125410984,-1,50,,"",0,,2
5,33019,0,0,NotAVase,0.1307692,0,1,0.1307692,18,20230223-125111,125418612,125419304,0.6916612,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.1307692000   Staircase is 0.0849999700,-1,125419036,2
5,33019,0,0,NotAVase,0.08499997,0,2,0.08499997,19,20230223-125111,125427304,125427977,0.6730312,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0849999700   Staircase is 0.0552499800,-1,125427653,2
6,33017,0,0,NotAVase,0.085,0,1,0.085,20,20230223-125111,125436125,125437628,1.502484,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0850000000   Staircase is 0.0552500000,-1,125436615,2
7,330101,17,0,NotAVase,0.05525,0,1,0.05525,21,20230223-125111,125446232,125447335,1.102855,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0552500000   Staircase is 0.0359125000,-1,125446980,2
7,330101,17,0,NotAVase,0.0359125,0,2,0.0359125,22,20230223-125111,125455743,125456564,0.8210602,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0359125000   Staircase is 0.0233431200,-1,125456207,2
7,330101,17,0,NotAVase,0.02334312,0,3,0.02334312,23,20230223-125111,125505812,125506670,0.8578069,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0233431200   Staircase is 0.0151730300,-1,125506392,2
7,330101,17,0,NotAVase,0.01517303,0,4,0.01517303,24,20230223-125111,125516919,125517699,0.7796418,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0151730300   Staircase is 0.0098624700,-1,125517363,2
7,330101,17,1,NotAVase,0.00986247,1,4,0.00986247,25,20230223-125111,125527764,125528461,0.6971303,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.0098624700   Staircase is 0.0151730300,1,125528079,2
7,330101,17,1,NotAVase,0.01517303,2,4,0.01517303,26,20230223-125111,125538177,125538968,0.7905308,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.0151730300   Staircase is 0.0233431200,1,125538544,2
7,330101,17,0,NotAVase,0.02334312,2,5,0.02334312,27,20230223-125111,125547885,125548674,0.789286,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0233431200   Staircase is 0.0151730300,-1,125548237,2
7,330101,17,0,NotAVase,0.01517303,2,6,0.01517303,28,20230223-125111,125559144,125559836,0.6921654,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0151730300   Staircase is 0.0098624700,-1,125559469,2
7,330101,17,1,NotAVase,0.00986247,3,6,0.00986247,29,20230223-125111,125609185,125609820,0.635276,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.0098624700   Staircase is 0.0151730300,1,125609507,2
7,330101,17,1,NotAVase,0.01517303,4,6,0.01517303,30,20230223-125111,125619181,125619823,0.6414871,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.0151730300   Staircase is 0.0233431200,1,125619548,2
7,330101,17,0,NotAVase,0.02334312,4,7,0.02334312,31,20230223-125111,125628444,125629123,0.6788405,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.0233431200   Staircase is 0.0151730300,-1,125628901,2
7,330101,17,1,NotAVase,0.01517303,5,7,0.01517303,32,20230223-125111,125638933,125639996,1.063022,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.0151730300   Staircase is 0.0233431200,1,125639545,2
