X.Index,TrialNumber,BlockNumber,QuestionResult,TimeOfHit,StairCaseValue,PositiveAnswersCount,NegativeAnswersCount,ConvertedValue,ConsequtiveCounter,SessionID,TimeStampStartQuestion,TimestampEndQuestion,ResponseTime,QuestionID,Phase,ProbabilityComment,InitialDirection,TimesatmpInitialDirection,Attempt
28,290201,7,0,NotAVase,0.1071037,5,8,0.1071037,116,20230223-120652,123813315,123813985,0.670462,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.1071037000   Staircase is 0.0696174000,-1,123813687,1
29,80,0,NoAnswerInTime,NotAVase,,,,,,20230223-120652,123814838,123819839,-1,80,,"",0,,1
30,99,0,NoAnswerInTime,NotAVase,,,,,,20230223-120652,123820211,123825216,-1,50,,"",0,,1
31,221019,0,0,NotAVase,5.76,0,1,-4.05,117,20230223-120652,123833696,123834510,0.8140278,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 5.7600000000   Staircase is 4.8960000000,-1,123834193,1
31,221019,0,1,NotAVase,4.896,1,1,-4.914001,118,20230223-120652,123843508,123845750,2.241993,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 4.8960000000   Staircase is 5.7600000000,1,123845286,1
32,221017,0,0,NotAVase,4.896,0,1,-4.914001,119,20230223-120652,123854716,123855801,1.085352,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 4.8960000000   Staircase is 4.1616000000,-1,123855472,1
33,2210101,8,0,NotAVase,4.1616,0,1,-5.6484,120,20230223-120652,123905335,123906219,0.8838064,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 4.1616000000   Staircase is 3.5373600000,-1,123905784,1
33,2210101,8,0,NotAVase,3.53736,0,2,-6.27264,121,20230223-120652,123915547,123916881,1.333959,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 3.5373600000   Staircase is 3.0067560000,-1,123916508,1
33,2210101,8,1,NotAVase,3.006756,1,2,-6.803245,122,20230223-120652,123925802,123926441,0.638497,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 3.0067560000   Staircase is 3.5373600000,1,123926107,1
33,2210101,8,1,NotAVase,3.53736,2,2,-6.27264,123,20230223-120652,123935443,123936329,0.8853089,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 3.5373600000   Staircase is 4.1616000000,1,123936029,1
33,2210101,8,1,NotAVase,4.1616,3,2,-5.6484,124,20230223-120652,123945592,123946490,0.8980891,88,,Positive Answer not inhibted counter is 1 from 1 reset failed top border check Staircase was 4.1616000000   Staircase is 4.1616000000,1,123946111,1
33,2210101,8,1,NotAVase,4.1616,4,2,-5.6484,125,20230223-120652,123955996,123957230,1.233949,88,,Positive Answer not inhibted counter is 1 from 1 reset failed top border check Staircase was 4.1616000000   Staircase is 4.1616000000,1,123956875,1
33,2210101,8,0,NotAVase,4.1616,4,3,-5.6484,126,20230223-120652,124006192,124006777,0.5850871,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 4.1616000000   Staircase is 3.5373600000,-1,124006526,1
33,2210101,8,0,NotAVase,3.53736,4,4,-6.27264,127,20230223-120652,124015658,124016987,1.329369,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 3.5373600000   Staircase is 3.0067560000,1,124016205,1
33,2210101,8,1,NotAVase,3.006756,5,4,-6.803245,128,20230223-120652,124026184,124027080,0.8956978,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 3.0067560000   Staircase is 3.5373600000,1,124026669,1
33,2210101,8,0,NotAVase,3.53736,5,5,-6.27264,129,20230223-120652,124036703,124037456,0.7525847,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 3.5373600000   Staircase is 3.0067560000,-1,124037120,1
33,2210101,8,0,NotAVase,3.006756,5,6,-6.803245,130,20230223-120652,124047864,124048641,0.7769873,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 3.0067560000   Staircase is 2.5557430000,-1,124048403,1
33,2210101,8,0,NotAVase,2.555743,5,7,-7.254257,131,20230223-120652,124058773,124059935,1.162079,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 2.5557430000   Staircase is 2.1723820000,-1,124059612,1
33,2210101,8,0,NotAVase,2.172382,5,8,-7.637618,132,20230223-120652,124109220,124109885,0.6651358,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 2.1723820000   Staircase is 1.8465250000,-1,124109593,1
33,2210101,8,1,NotAVase,1.846525,6,8,-7.963475,133,20230223-120652,124118890,124119848,0.9579123,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 1.8465250000   Staircase is 2.1723820000,1,124119573,1
33,2210101,8,0,NotAVase,2.172382,6,9,-7.637618,134,20230223-120652,124130355,124131555,1.19933,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 2.1723820000   Staircase is 1.8465250000,-1,124131207,1
34,99,0,NoAnswerInTime,NotAVase,,,,,,20230223-120652,124132369,124137374,-1,50,,"",0,,1
35,122019,0,0,NotAVase,0.512,0,1,1.512,135,20230223-120652,124144878,124145559,0.6804821,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.5120000000   Staircase is 0.4352000000,-1,124145237,1
35,122019,0,0,NotAVase,0.4352,0,2,1.4352,136,20230223-120652,124153353,124154122,0.7693337,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.4352000000   Staircase is 0.3699200000,-1,124153908,1
36,122017,0,0,NotAVase,0.4352,0,1,1.4352,137,20230223-120652,124203282,124204461,1.178551,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.4352000000   Staircase is 0.3699200000,-1,124153908,1
37,1220101,9,0,NotAVase,0.36992,0,1,1.36992,138,20230223-120652,124212828,124213490,0.6621338,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.3699200000   Staircase is 0.3144320000,-1,124213210,1
37,1220101,9,0,NotAVase,0.314432,0,2,1.314432,139,20230223-120652,124223506,124224225,0.7182881,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.3144320000   Staircase is 0.2672672000,-1,124223940,1
37,1220101,9,0,NotAVase,0.2672672,0,3,1.267267,140,20230223-120652,124233059,124233960,0.9009639,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.2672672000   Staircase is 0.2271771000,-1,124233683,1
37,1220101,9,0,NotAVase,0.2271771,0,4,1.227177,141,20230223-120652,124242487,124243200,0.7132281,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.2271771000   Staircase is 0.1931005000,-1,124242861,1
37,1220101,9,1,NotAVase,0.1931005,1,4,1.1931,142,20230223-120652,124252436,124253096,0.6600716,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.1931005000   Staircase is 0.2271771000,1,124252761,1
37,1220101,9,1,NotAVase,0.2271771,2,4,1.227177,143,20230223-120652,124301714,124302580,0.8665849,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.2271771000   Staircase is 0.2672672000,1,124302291,1
37,1220101,9,0,NotAVase,0.2672672,2,5,1.267267,144,20230223-120652,124311253,124311909,0.655755,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.2672672000   Staircase is 0.2271771000,-1,124311677,1
37,1220101,9,0,NotAVase,0.2271771,2,6,1.227177,145,20230223-120652,124320580,124321694,1.113954,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.2271771000   Staircase is 0.1931005000,-1,124321374,1
37,1220101,9,0,NotAVase,0.1931005,2,7,1.1931,146,20230223-120652,124330513,124331201,0.6876733,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.1931005000   Staircase is 0.1641354000,-1,124330935,1
37,1220101,9,1,NotAVase,0.1641354,3,7,1.164135,147,20230223-120652,124339620,124340753,1.133408,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.1641354000   Staircase is 0.1931005000,1,124340511,1
37,1220101,9,0,NotAVase,0.1931005,3,8,1.1931,148,20230223-120652,124350763,124351415,0.6513883,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.1931005000   Staircase is 0.1641354000,-1,124351093,1
37,1220101,9,0,NotAVase,0.1641354,3,9,1.164135,149,20230223-120652,124400238,124400988,0.750227,88,,Negative Answer not inhibted counter is 1 from 1 reset Staircase was 0.1641354000   Staircase is 0.1395151000,-1,124400741,1
37,1220101,9,1,NotAVase,0.1395151,4,9,1.139515,150,20230223-120652,124409385,124409880,0.4951499,88,,Positive Answer not inhibted counter is 1 from 1 reset Staircase was 0.1395151000   Staircase is 0.1641354000,1,124409604,1
